Style Id,AG,Group Name,Status,Rank in Group,Live Since,Days Live,Organic Impressions,Inorganic Impressions,Total Impressions,Organic/Day,Ad Saturation,Demand Score,Opportunity Score,Health,Max CPC,Target ROI,Monthly Budget,Daily Budget
36495803,AG6,Dormant - Excluded,EXCLUDED,447,2025-08-22,376,317,0,317,0.843,0.0,35.4,35.4,LOW,0.0,0.0,0.0,0.0
35843553,AG6,Dormant - Excluded,EXCLUDED,448,2025-07-20,409,331,0,331,0.809,0.0,35.4,35.4,LOW,0.0,0.0,0.0,0.0
35087848,AG6,Dormant - Excluded,EXCLUDED,449,2025-06-23,436,337,0,337,0.773,0.0,35.4,35.4,LOW,0.0,0.0,0.0,0.0
33889853,AG6,Dormant - Excluded,EXCLUDED,450,2025-05-02,488,350,0,350,0.717,0.0,35.4,35.4,LOW,0.0,0.0,0.0,0.0
39047664,AG6,Dormant - Excluded,EXCLUDED,451,2025-12-30,246,221,0,221,0.898,0.0,35.3,35.3,LOW,0.0,0.0,0.0,0.0
35706205,AG6,Dormant - Excluded,EXCLUDED,452,2025-07-16,413,328,0,328,0.794,0.0,35.3,35.3,LOW,0.0,0.0,0.0,0.0
34846815,AG6,Dormant - Excluded,EXCLUDED,453,2025-06-11,448,338,0,338,0.754,0.0,35.3,35.3,LOW,0.0,0.0,0.0,0.0
34783322,AG6,Dormant - Excluded,EXCLUDED,454,2025-06-07,452,339,0,339,0.75,0.0,35.3,35.3,LOW,0.0,0.0,0.0,0.0
34801214,AG6,Dormant - Excluded,EXCLUDED,455,2025-06-09,450,339,0,339,0.753,0.0,35.3,35.3,LOW,0.0,0.0,0.0,0.0
34630448,AG6,Dormant - Excluded,EXCLUDED,456,2025-05-31,459,340,0,340,0.741,0.0,35.3,35.3,LOW,0.0,0.0,0.0,0.0
33845175,AG6,Dormant - Excluded,EXCLUDED,457,2025-04-29,491,349,0,349,0.711,0.0,35.3,35.3,LOW,0.0,0.0,0.0,0.0
35843780,AG6,Dormant - Excluded,EXCLUDED,458,2025-07-21,408,326,0,326,0.799,0.0,35.2,35.2,LOW,0.0,0.0,0.0,0.0
35287171,AG6,Dormant - Excluded,EXCLUDED,459,2025-07-01,428,331,0,331,0.773,0.0,35.2,35.2,LOW,0.0,0.0,0.0,0.0
35087559,AG6,Dormant - Excluded,EXCLUDED,460,2025-06-23,436,333,0,333,0.764,0.0,35.2,35.2,LOW,0.0,0.0,0.0,0.0
34704207,AG6,Dormant - Excluded,EXCLUDED,461,2025-06-03,456,338,0,338,0.741,0.0,35.2,35.2,LOW,0.0,0.0,0.0,0.0
34704235,AG6,Dormant - Excluded,EXCLUDED,462,2025-06-04,455,338,0,338,0.743,0.0,35.2,35.2,LOW,0.0,0.0,0.0,0.0
34801236,AG6,Dormant - Excluded,EXCLUDED,463,2025-06-09,450,338,0,338,0.751,0.0,35.2,35.2,LOW,0.0,0.0,0.0,0.0
35706139,AG6,Dormant - Excluded,EXCLUDED,464,2025-07-16,413,325,0,325,0.787,0.0,35.1,35.1,LOW,0.0,0.0,0.0,0.0
34801151,AG6,Dormant - Excluded,EXCLUDED,465,2025-06-09,450,334,0,334,0.742,0.0,35.1,35.1,LOW,0.0,0.0,0.0,0.0
41096506,AG6,Dormant - Excluded,EXCLUDED,466,2026-04-02,153,135,0,135,0.882,0.0,35.1,35.1,LOW,0.0,0.0,0.0,0.0
35844136,AG6,Dormant - Excluded,EXCLUDED,467,2025-07-21,408,322,0,322,0.789,0.0,35.0,35.0,LOW,0.0,0.0,0.0,0.0
35087772,AG6,Dormant - Excluded,EXCLUDED,468,2025-06-24,435,328,0,328,0.754,0.0,35.0,35.0,LOW,0.0,0.0,0.0,0.0
34838067,AG6,Dormant - Excluded,EXCLUDED,469,2025-06-11,448,333,0,333,0.743,0.0,35.0,35.0,LOW,0.0,0.0,0.0,0.0
34871060,AG6,Dormant - Excluded,EXCLUDED,470,2025-06-12,447,333,0,333,0.745,0.0,35.0,35.0,LOW,0.0,0.0,0.0,0.0
34611045,AG6,Dormant - Excluded,EXCLUDED,471,2025-05-30,460,336,0,336,0.73,0.0,35.0,35.0,LOW,0.0,0.0,0.0,0.0
36603230,AG6,Dormant - Excluded,EXCLUDED,472,2025-08-26,372,309,0,309,0.831,0.0,34.9,34.9,LOW,0.0,0.0,0.0,0.0
36495811,AG6,Dormant - Excluded,EXCLUDED,473,2025-08-22,376,311,0,311,0.827,0.0,34.9,34.9,LOW,0.0,0.0,0.0,0.0
34838036,AG6,Dormant - Excluded,EXCLUDED,474,2025-06-10,449,331,0,331,0.737,0.0,34.9,34.9,LOW,0.0,0.0,0.0,0.0
34792201,AG6,Dormant - Excluded,EXCLUDED,475,2025-06-07,452,332,0,332,0.735,0.0,34.9,34.9,LOW,0.0,0.0,0.0,0.0
34846825,AG6,Dormant - Excluded,EXCLUDED,476,2025-06-10,449,332,0,332,0.739,0.0,34.9,34.9,LOW,0.0,0.0,0.0,0.0
34704085,AG6,Dormant - Excluded,EXCLUDED,477,2025-06-03,456,333,0,333,0.73,0.0,34.9,34.9,LOW,0.0,0.0,0.0,0.0
34704238,AG6,Dormant - Excluded,EXCLUDED,478,2025-06-03,456,333,0,333,0.73,0.0,34.9,34.9,LOW,0.0,0.0,0.0,0.0
40564940,AG6,Dormant - Excluded,EXCLUDED,479,2026-03-10,176,143,0,143,0.812,0.0,34.9,34.9,LOW,0.0,0.0,0.0,0.0
35843998,AG6,Dormant - Excluded,EXCLUDED,480,2025-07-21,408,317,0,317,0.777,0.0,34.8,34.8,LOW,0.0,0.0,0.0,0.0
35334265,AG6,Dormant - Excluded,EXCLUDED,481,2025-07-04,425,322,0,322,0.758,0.0,34.8,34.8,LOW,0.0,0.0,0.0,0.0
34714115,AG6,Dormant - Excluded,EXCLUDED,482,2025-06-03,456,332,0,332,0.728,0.0,34.8,34.8,LOW,0.0,0.0,0.0,0.0
41867183,AG6,Dormant - Excluded,EXCLUDED,483,2026-05-05,120,118,0,118,0.983,0.0,34.8,34.8,LOW,0.0,0.0,0.0,0.0
39047650,AG6,Dormant - Excluded,EXCLUDED,484,2025-12-30,246,215,0,215,0.874,0.0,34.7,34.7,LOW,0.0,0.0,0.0,0.0
38142800,AG6,Dormant - Excluded,EXCLUDED,485,2025-11-21,285,227,0,227,0.796,0.0,34.7,34.7,LOW,0.0,0.0,0.0,0.0
35706191,AG6,Dormant - Excluded,EXCLUDED,486,2025-07-16,413,316,0,316,0.765,0.0,34.7,34.7,LOW,0.0,0.0,0.0,0.0
34846850,AG6,Dormant - Excluded,EXCLUDED,487,2025-06-11,448,328,0,328,0.732,0.0,34.7,34.7,LOW,0.0,0.0,0.0,0.0
34703782,AG6,Dormant - Excluded,EXCLUDED,488,2025-06-03,456,330,0,330,0.724,0.0,34.7,34.7,LOW,0.0,0.0,0.0,0.0
34801203,AG6,Dormant - Excluded,EXCLUDED,489,2025-06-07,452,330,0,330,0.73,0.0,34.7,34.7,LOW,0.0,0.0,0.0,0.0
34846853,AG6,Dormant - Excluded,EXCLUDED,490,2025-06-11,448,326,0,326,0.728,0.0,34.6,34.6,LOW,0.0,0.0,0.0,0.0
34714098,AG6,Dormant - Excluded,EXCLUDED,491,2025-06-03,456,328,0,328,0.719,0.0,34.6,34.6,LOW,0.0,0.0,0.0,0.0
39749669,AG6,Dormant - Excluded,EXCLUDED,492,2026-01-31,214,204,0,204,0.953,0.0,34.5,34.5,LOW,0.0,0.0,0.0,0.0
39587450,AG6,Dormant - Excluded,EXCLUDED,493,2026-01-23,222,207,0,207,0.932,0.0,34.5,34.5,LOW,0.0,0.0,0.0,0.0
35843635,AG6,Dormant - Excluded,EXCLUDED,494,2025-07-20,409,312,0,312,0.763,0.0,34.5,34.5,LOW,0.0,0.0,0.0,0.0
35843974,AG6,Dormant - Excluded,EXCLUDED,495,2025-07-21,408,312,0,312,0.765,0.0,34.5,34.5,LOW,0.0,0.0,0.0,0.0
35705861,AG6,Dormant - Excluded,EXCLUDED,496,2025-07-16,413,314,0,314,0.76,0.0,34.5,34.5,LOW,0.0,0.0,0.0,0.0
34726140,AG6,Dormant - Excluded,EXCLUDED,497,2025-06-04,455,326,0,326,0.716,0.0,34.5,34.5,LOW,0.0,0.0,0.0,0.0
34630375,AG6,Dormant - Excluded,EXCLUDED,498,2025-05-31,459,327,0,327,0.712,0.0,34.5,34.5,LOW,0.0,0.0,0.0,0.0
34714088,AG6,Dormant - Excluded,EXCLUDED,499,2025-06-03,456,327,0,327,0.717,0.0,34.5,34.5,LOW,0.0,0.0,0.0,0.0
40564938,AG6,Dormant - Excluded,EXCLUDED,500,2026-03-10,176,139,0,139,0.79,0.0,34.5,34.5,LOW,0.0,0.0,0.0,0.0
36804970,AG6,Dormant - Excluded,EXCLUDED,501,2025-09-06,361,242,0,242,0.67,0.0,34.4,34.4,LOW,0.0,0.0,0.0,0.0
35334681,AG6,Dormant - Excluded,EXCLUDED,502,2025-07-03,426,315,0,315,0.739,0.0,34.4,34.4,LOW,0.0,0.0,0.0,0.0
34949592,AG6,Dormant - Excluded,EXCLUDED,503,2025-06-16,443,320,0,320,0.722,0.0,34.4,34.4,LOW,0.0,0.0,0.0,0.0
34714104,AG6,Dormant - Excluded,EXCLUDED,504,2025-06-03,456,325,0,325,0.713,0.0,34.4,34.4,LOW,0.0,0.0,0.0,0.0
33809284,AG6,Dormant - Excluded,EXCLUDED,505,2025-04-26,494,337,0,337,0.682,0.0,34.4,34.4,LOW,0.0,0.0,0.0,0.0
35286887,AG6,Dormant - Excluded,EXCLUDED,506,2025-07-01,428,315,0,315,0.736,0.0,34.3,34.3,LOW,0.0,0.0,0.0,0.0
35087360,AG6,Dormant - Excluded,EXCLUDED,507,2025-06-23,436,317,0,317,0.727,0.0,34.3,34.3,LOW,0.0,0.0,0.0,0.0
34949290,AG6,Dormant - Excluded,EXCLUDED,508,2025-06-16,443,319,0,319,0.72,0.0,34.3,34.3,LOW,0.0,0.0,0.0,0.0
34703991,AG6,Dormant - Excluded,EXCLUDED,509,2025-06-03,456,323,0,323,0.708,0.0,34.3,34.3,LOW,0.0,0.0,0.0,0.0
34704049,AG6,Dormant - Excluded,EXCLUDED,510,2025-06-03,456,323,0,323,0.708,0.0,34.3,34.3,LOW,0.0,0.0,0.0,0.0
34726138,AG6,Dormant - Excluded,EXCLUDED,511,2025-06-04,455,323,0,323,0.71,0.0,34.3,34.3,LOW,0.0,0.0,0.0,0.0
34726133,AG6,Dormant - Excluded,EXCLUDED,512,2025-06-04,455,324,0,324,0.712,0.0,34.3,34.3,LOW,0.0,0.0,0.0,0.0
34949821,AG6,Dormant - Excluded,EXCLUDED,513,2025-06-16,443,317,0,317,0.716,0.0,34.2,34.2,LOW,0.0,0.0,0.0,0.0
34871015,AG6,Dormant - Excluded,EXCLUDED,514,2025-06-12,447,318,0,318,0.711,0.0,34.2,34.2,LOW,0.0,0.0,0.0,0.0
34783227,AG6,Dormant - Excluded,EXCLUDED,515,2025-06-06,453,321,0,321,0.709,0.0,34.2,34.2,LOW,0.0,0.0,0.0,0.0
35287182,AG6,Dormant - Excluded,EXCLUDED,516,2025-07-01,428,312,0,312,0.729,0.0,34.1,34.1,LOW,0.0,0.0,0.0,0.0
34704210,AG6,Dormant - Excluded,EXCLUDED,517,2025-06-03,456,319,0,319,0.7,0.0,34.1,34.1,LOW,0.0,0.0,0.0,0.0
34714117,AG6,Dormant - Excluded,EXCLUDED,518,2025-06-04,455,319,0,319,0.701,0.0,34.1,34.1,LOW,0.0,0.0,0.0,0.0
34703962,AG6,Dormant - Excluded,EXCLUDED,519,2025-06-03,456,320,0,320,0.702,0.0,34.1,34.1,LOW,0.0,0.0,0.0,0.0
34630453,AG6,Dormant - Excluded,EXCLUDED,520,2025-05-31,459,322,0,322,0.702,0.0,34.1,34.1,LOW,0.0,0.0,0.0,0.0
41096496,AG6,Dormant - Excluded,EXCLUDED,521,2026-04-02,153,128,0,128,0.837,0.0,34.1,34.1,LOW,0.0,0.0,0.0,0.0
36603267,AG6,Dormant - Excluded,EXCLUDED,522,2025-08-26,372,294,0,294,0.79,0.0,34.0,34.0,LOW,0.0,0.0,0.0,0.0
35706116,AG6,Dormant - Excluded,EXCLUDED,523,2025-07-16,413,306,0,306,0.741,0.0,34.0,34.0,LOW,0.0,0.0,0.0,0.0
34949651,AG6,Dormant - Excluded,EXCLUDED,524,2025-06-16,443,313,0,313,0.707,0.0,33.9,33.9,LOW,0.0,0.0,0.0,0.0
34726076,AG6,Dormant - Excluded,EXCLUDED,525,2025-06-04,455,316,0,316,0.695,0.0,33.9,33.9,LOW,0.0,0.0,0.0,0.0
34801167,AG6,Dormant - Excluded,EXCLUDED,526,2025-06-07,452,316,0,316,0.699,0.0,33.9,33.9,LOW,0.0,0.0,0.0,0.0
35843750,AG6,Dormant - Excluded,EXCLUDED,527,2025-07-21,408,301,0,301,0.738,0.0,33.8,33.8,LOW,0.0,0.0,0.0,0.0
34846806,AG6,Dormant - Excluded,EXCLUDED,528,2025-06-11,448,313,0,313,0.699,0.0,33.8,33.8,LOW,0.0,0.0,0.0,0.0
34703941,AG6,Dormant - Excluded,EXCLUDED,529,2025-06-03,456,314,0,314,0.689,0.0,33.8,33.8,LOW,0.0,0.0,0.0,0.0
34714100,AG6,Dormant - Excluded,EXCLUDED,530,2025-06-03,456,315,0,315,0.691,0.0,33.8,33.8,LOW,0.0,0.0,0.0,0.0
36804977,AG6,Dormant - Excluded,EXCLUDED,531,2025-09-06,361,235,0,235,0.651,0.0,33.7,33.7,LOW,0.0,0.0,0.0,0.0
35843466,AG6,Dormant - Excluded,EXCLUDED,532,2025-07-21,408,300,0,300,0.735,0.0,33.7,33.7,LOW,0.0,0.0,0.0,0.0
35843973,AG6,Dormant - Excluded,EXCLUDED,533,2025-07-21,408,300,0,300,0.735,0.0,33.7,33.7,LOW,0.0,0.0,0.0,0.0
34792348,AG6,Dormant - Excluded,EXCLUDED,534,2025-06-10,449,311,0,311,0.693,0.0,33.7,33.7,LOW,0.0,0.0,0.0,0.0
35481329,AG6,Dormant - Excluded,EXCLUDED,535,2025-07-08,421,302,0,302,0.717,0.0,33.6,33.6,LOW,0.0,0.0,0.0,0.0
35087606,AG6,Dormant - Excluded,EXCLUDED,536,2025-06-23,436,306,0,306,0.702,0.0,33.6,33.6,LOW,0.0,0.0,0.0,0.0
34838066,AG6,Dormant - Excluded,EXCLUDED,537,2025-06-11,448,309,0,309,0.69,0.0,33.6,33.6,LOW,0.0,0.0,0.0,0.0
34714166,AG6,Dormant - Excluded,EXCLUDED,538,2025-06-04,455,311,0,311,0.684,0.0,33.6,33.6,LOW,0.0,0.0,0.0,0.0
35843801,AG6,Dormant - Excluded,EXCLUDED,539,2025-07-21,408,296,0,296,0.725,0.0,33.5,33.5,LOW,0.0,0.0,0.0,0.0
35334284,AG6,Dormant - Excluded,EXCLUDED,540,2025-07-03,426,302,0,302,0.709,0.0,33.5,33.5,LOW,0.0,0.0,0.0,0.0
34846726,AG6,Dormant - Excluded,EXCLUDED,541,2025-06-11,448,308,0,308,0.688,0.0,33.5,33.5,LOW,0.0,0.0,0.0,0.0
34825519,AG6,Dormant - Excluded,EXCLUDED,542,2025-06-10,449,309,0,309,0.688,0.0,33.5,33.5,LOW,0.0,0.0,0.0,0.0
34703983,AG6,Dormant - Excluded,EXCLUDED,543,2025-06-03,456,310,0,310,0.68,0.0,33.5,33.5,LOW,0.0,0.0,0.0,0.0
34714091,AG6,Dormant - Excluded,EXCLUDED,544,2025-06-03,456,310,0,310,0.68,0.0,33.5,33.5,LOW,0.0,0.0,0.0,0.0
34801207,AG6,Dormant - Excluded,EXCLUDED,545,2025-06-07,452,310,0,310,0.686,0.0,33.5,33.5,LOW,0.0,0.0,0.0,0.0
41096507,AG6,Dormant - Excluded,EXCLUDED,546,2026-04-02,153,124,0,124,0.81,0.0,33.5,33.5,LOW,0.0,0.0,0.0,0.0
40564936,AG6,Dormant - Excluded,EXCLUDED,547,2026-03-10,176,130,0,130,0.739,0.0,33.5,33.5,LOW,0.0,0.0,0.0,0.0
39587712,AG6,Dormant - Excluded,EXCLUDED,548,2026-01-23,222,198,0,198,0.892,0.0,33.5,33.5,LOW,0.0,0.0,0.0,0.0
36603180,AG6,Dormant - Excluded,EXCLUDED,549,2025-08-26,372,286,0,286,0.769,0.0,33.4,33.4,LOW,0.0,0.0,0.0,0.0
35843838,AG6,Dormant - Excluded,EXCLUDED,550,2025-07-21,408,295,0,295,0.723,0.0,33.4,33.4,LOW,0.0,0.0,0.0,0.0
35481773,AG6,Dormant - Excluded,EXCLUDED,551,2025-07-08,421,300,0,300,0.713,0.0,33.4,33.4,LOW,0.0,0.0,0.0,0.0
34949953,AG6,Dormant - Excluded,EXCLUDED,552,2025-06-16,443,305,0,305,0.688,0.0,33.4,33.4,LOW,0.0,0.0,0.0,0.0
34871058,AG6,Dormant - Excluded,EXCLUDED,553,2025-06-12,447,306,0,306,0.685,0.0,33.4,33.4,LOW,0.0,0.0,0.0,0.0
34704164,AG6,Dormant - Excluded,EXCLUDED,554,2025-06-03,456,308,0,308,0.675,0.0,33.4,33.4,LOW,0.0,0.0,0.0,0.0
35843481,AG6,Dormant - Excluded,EXCLUDED,555,2025-07-20,409,294,0,294,0.719,0.0,33.3,33.3,LOW,0.0,0.0,0.0,0.0
35087424,AG6,Dormant - Excluded,EXCLUDED,556,2025-06-23,436,302,0,302,0.693,0.0,33.3,33.3,LOW,0.0,0.0,0.0,0.0
34949782,AG6,Dormant - Excluded,EXCLUDED,557,2025-06-16,443,304,0,304,0.686,0.0,33.3,33.3,LOW,0.0,0.0,0.0,0.0
34714052,AG6,Dormant - Excluded,EXCLUDED,558,2025-06-03,456,307,0,307,0.673,0.0,33.3,33.3,LOW,0.0,0.0,0.0,0.0
34714094,AG6,Dormant - Excluded,EXCLUDED,559,2025-06-03,456,307,0,307,0.673,0.0,33.3,33.3,LOW,0.0,0.0,0.0,0.0
36225639,AG6,Dormant - Excluded,EXCLUDED,560,2025-08-05,393,288,0,288,0.733,0.0,33.2,33.2,LOW,0.0,0.0,0.0,0.0
35844245,AG6,Dormant - Excluded,EXCLUDED,561,2025-07-21,408,293,0,293,0.718,0.0,33.2,33.2,LOW,0.0,0.0,0.0,0.0
34846778,AG6,Dormant - Excluded,EXCLUDED,562,2025-06-10,449,303,0,303,0.675,0.0,33.2,33.2,LOW,0.0,0.0,0.0,0.0
34783327,AG6,Dormant - Excluded,EXCLUDED,563,2025-06-06,453,305,0,305,0.673,0.0,33.2,33.2,LOW,0.0,0.0,0.0,0.0
34801187,AG6,Dormant - Excluded,EXCLUDED,564,2025-06-07,452,305,0,305,0.675,0.0,33.2,33.2,LOW,0.0,0.0,0.0,0.0
34704262,AG6,Dormant - Excluded,EXCLUDED,565,2025-06-03,456,306,0,306,0.671,0.0,33.2,33.2,LOW,0.0,0.0,0.0,0.0
33809311,AG6,Dormant - Excluded,EXCLUDED,566,2025-04-26,494,316,0,316,0.64,0.0,33.2,33.2,LOW,0.0,0.0,0.0,0.0
35843757,AG6,Dormant - Excluded,EXCLUDED,567,2025-07-20,409,292,0,292,0.714,0.0,33.1,33.1,LOW,0.0,0.0,0.0,0.0
34949510,AG6,Dormant - Excluded,EXCLUDED,568,2025-06-16,443,300,0,300,0.677,0.0,33.1,33.1,LOW,0.0,0.0,0.0,0.0
35706071,AG6,Dormant - Excluded,EXCLUDED,569,2025-07-16,413,292,0,292,0.707,0.0,33.0,33.0,LOW,0.0,0.0,0.0,0.0
35481458,AG6,Dormant - Excluded,EXCLUDED,570,2025-07-08,421,294,0,294,0.698,0.0,33.0,33.0,LOW,0.0,0.0,0.0,0.0
34849457,AG6,Dormant - Excluded,EXCLUDED,571,2025-06-11,448,301,0,301,0.672,0.0,33.0,33.0,LOW,0.0,0.0,0.0,0.0
34783244,AG6,Dormant - Excluded,EXCLUDED,572,2025-06-06,453,302,0,302,0.667,0.0,33.0,33.0,LOW,0.0,0.0,0.0,0.0
39749622,AG6,Dormant - Excluded,EXCLUDED,573,2026-01-31,214,192,0,192,0.897,0.0,33.0,33.0,LOW,0.0,0.0,0.0,0.0
35334366,AG6,Dormant - Excluded,EXCLUDED,574,2025-07-04,425,293,0,293,0.689,0.0,32.9,32.9,LOW,0.0,0.0,0.0,0.0
34801138,AG6,Dormant - Excluded,EXCLUDED,575,2025-06-09,450,301,0,301,0.669,0.0,32.9,32.9,LOW,0.0,0.0,0.0,0.0
34703922,AG6,Dormant - Excluded,EXCLUDED,576,2025-06-03,456,302,0,302,0.662,0.0,32.9,32.9,LOW,0.0,0.0,0.0,0.0
35087536,AG6,Dormant - Excluded,EXCLUDED,577,2025-06-23,436,294,0,294,0.674,0.0,32.8,32.8,LOW,0.0,0.0,0.0,0.0
35087828,AG6,Dormant - Excluded,EXCLUDED,578,2025-06-23,436,294,0,294,0.674,0.0,32.8,32.8,LOW,0.0,0.0,0.0,0.0
34949645,AG6,Dormant - Excluded,EXCLUDED,579,2025-06-16,443,297,0,297,0.67,0.0,32.8,32.8,LOW,0.0,0.0,0.0,0.0
34838048,AG6,Dormant - Excluded,EXCLUDED,580,2025-06-11,448,298,0,298,0.665,0.0,32.8,32.8,LOW,0.0,0.0,0.0,0.0
34846886,AG6,Dormant - Excluded,EXCLUDED,581,2025-06-11,448,299,0,299,0.667,0.0,32.8,32.8,LOW,0.0,0.0,0.0,0.0
34630367,AG6,Dormant - Excluded,EXCLUDED,582,2025-05-31,459,301,0,301,0.656,0.0,32.8,32.8,LOW,0.0,0.0,0.0,0.0
33798192,AG6,Dormant - Excluded,EXCLUDED,583,2025-04-26,494,310,0,310,0.628,0.0,32.8,32.8,LOW,0.0,0.0,0.0,0.0
40564934,AG6,Dormant - Excluded,EXCLUDED,584,2026-03-10,176,126,0,126,0.716,0.0,32.8,32.8,LOW,0.0,0.0,0.0,0.0
39587485,AG6,Dormant - Excluded,EXCLUDED,585,2026-01-23,222,192,0,192,0.865,0.0,32.8,32.8,LOW,0.0,0.0,0.0,0.0
36225580,AG6,Dormant - Excluded,EXCLUDED,586,2025-08-06,392,281,0,281,0.717,0.0,32.7,32.7,LOW,0.0,0.0,0.0,0.0
35843786,AG6,Dormant - Excluded,EXCLUDED,587,2025-07-21,408,287,0,287,0.703,0.0,32.7,32.7,LOW,0.0,0.0,0.0,0.0
35334696,AG6,Dormant - Excluded,EXCLUDED,588,2025-07-03,426,291,0,291,0.683,0.0,32.7,32.7,LOW,0.0,0.0,0.0,0.0
34801358,AG6,Dormant - Excluded,EXCLUDED,589,2025-06-09,450,297,0,297,0.66,0.0,32.7,32.7,LOW,0.0,0.0,0.0,0.0
34846835,AG6,Dormant - Excluded,EXCLUDED,590,2025-06-10,449,297,0,297,0.661,0.0,32.7,32.7,LOW,0.0,0.0,0.0,0.0
34846788,AG6,Dormant - Excluded,EXCLUDED,591,2025-06-11,448,297,0,297,0.663,0.0,32.7,32.7,LOW,0.0,0.0,0.0,0.0
34714093,AG6,Dormant - Excluded,EXCLUDED,592,2025-06-03,456,299,0,299,0.656,0.0,32.7,32.7,LOW,0.0,0.0,0.0,0.0
34704198,AG6,Dormant - Excluded,EXCLUDED,593,2025-06-03,456,300,0,300,0.658,0.0,32.7,32.7,LOW,0.0,0.0,0.0,0.0
40564930,AG6,Dormant - Excluded,EXCLUDED,594,2026-03-10,176,125,0,125,0.71,0.0,32.7,32.7,LOW,0.0,0.0,0.0,0.0
35087349,AG6,Dormant - Excluded,EXCLUDED,595,2025-06-23,436,292,0,292,0.67,0.0,32.6,32.6,LOW,0.0,0.0,0.0,0.0
34801158,AG6,Dormant - Excluded,EXCLUDED,596,2025-06-09,450,296,0,296,0.658,0.0,32.6,32.6,LOW,0.0,0.0,0.0,0.0
36253962,AG6,Dormant - Excluded,EXCLUDED,597,2025-08-06,392,279,0,279,0.712,0.0,32.5,32.5,LOW,0.0,0.0,0.0,0.0
34949590,AG6,Dormant - Excluded,EXCLUDED,598,2025-06-16,443,293,0,293,0.661,0.0,32.5,32.5,LOW,0.0,0.0,0.0,0.0
34714077,AG6,Dormant - Excluded,EXCLUDED,599,2025-06-04,455,295,0,295,0.648,0.0,32.5,32.5,LOW,0.0,0.0,0.0,0.0
35087495,AG6,Dormant - Excluded,EXCLUDED,600,2025-06-23,436,290,0,290,0.665,0.0,32.4,32.4,LOW,0.0,0.0,0.0,0.0
35087821,AG6,Dormant - Excluded,EXCLUDED,601,2025-06-23,436,290,0,290,0.665,0.0,32.4,32.4,LOW,0.0,0.0,0.0,0.0
34838053,AG6,Dormant - Excluded,EXCLUDED,602,2025-06-11,448,293,0,293,0.654,0.0,32.4,32.4,LOW,0.0,0.0,0.0,0.0
34792177,AG6,Dormant - Excluded,EXCLUDED,603,2025-06-06,453,294,0,294,0.649,0.0,32.4,32.4,LOW,0.0,0.0,0.0,0.0
36225678,AG6,Dormant - Excluded,EXCLUDED,604,2025-08-05,393,277,0,277,0.705,0.0,32.3,32.3,LOW,0.0,0.0,0.0,0.0
35843843,AG6,Dormant - Excluded,EXCLUDED,605,2025-07-21,408,280,0,280,0.686,0.0,32.3,32.3,LOW,0.0,0.0,0.0,0.0
34869068,AG6,Dormant - Excluded,EXCLUDED,606,2025-06-16,443,291,0,291,0.657,0.0,32.3,32.3,LOW,0.0,0.0,0.0,0.0
33798182,AG6,Dormant - Excluded,EXCLUDED,607,2025-04-26,494,302,0,302,0.611,0.0,32.3,32.3,LOW,0.0,0.0,0.0,0.0
33798191,AG6,Dormant - Excluded,EXCLUDED,608,2025-04-26,494,302,0,302,0.611,0.0,32.3,32.3,LOW,0.0,0.0,0.0,0.0
34838050,AG6,Dormant - Excluded,EXCLUDED,609,2025-06-11,448,289,0,289,0.645,0.0,32.2,32.2,LOW,0.0,0.0,0.0,0.0
34801231,AG6,Dormant - Excluded,EXCLUDED,610,2025-06-09,450,290,0,290,0.644,0.0,32.2,32.2,LOW,0.0,0.0,0.0,0.0
34846779,AG6,Dormant - Excluded,EXCLUDED,611,2025-06-11,448,290,0,290,0.647,0.0,32.2,32.2,LOW,0.0,0.0,0.0,0.0
34704202,AG6,Dormant - Excluded,EXCLUDED,612,2025-06-03,456,292,0,292,0.64,0.0,32.2,32.2,LOW,0.0,0.0,0.0,0.0
34726132,AG6,Dormant - Excluded,EXCLUDED,613,2025-06-04,455,292,0,292,0.642,0.0,32.2,32.2,LOW,0.0,0.0,0.0,0.0
33809323,AG6,Dormant - Excluded,EXCLUDED,614,2025-04-26,494,300,0,300,0.607,0.0,32.1,32.1,LOW,0.0,0.0,0.0,0.0
36225635,AG6,Dormant - Excluded,EXCLUDED,615,2025-08-05,393,272,0,272,0.692,0.0,32.0,32.0,LOW,0.0,0.0,0.0,0.0
35287059,AG6,Dormant - Excluded,EXCLUDED,616,2025-07-01,428,282,0,282,0.659,0.0,32.0,32.0,LOW,0.0,0.0,0.0,0.0
35087398,AG6,Dormant - Excluded,EXCLUDED,617,2025-06-23,436,285,0,285,0.654,0.0,32.0,32.0,LOW,0.0,0.0,0.0,0.0
34846770,AG6,Dormant - Excluded,EXCLUDED,618,2025-06-11,448,287,0,287,0.641,0.0,32.0,32.0,LOW,0.0,0.0,0.0,0.0
34801211,AG6,Dormant - Excluded,EXCLUDED,619,2025-06-07,452,288,0,288,0.637,0.0,32.0,32.0,LOW,0.0,0.0,0.0,0.0
34838039,AG6,Dormant - Excluded,EXCLUDED,620,2025-06-11,448,288,0,288,0.643,0.0,32.0,32.0,LOW,0.0,0.0,0.0,0.0
34783308,AG6,Dormant - Excluded,EXCLUDED,621,2025-06-07,452,289,0,289,0.639,0.0,32.0,32.0,LOW,0.0,0.0,0.0,0.0
