Style Id,AG,Group Name,Status,Rank in Group,Live Since,Days Live,Organic Impressions,Inorganic Impressions,Total Impressions,Organic/Day,Ad Saturation,Demand Score,Opportunity Score,Health,Max CPC,Target ROI,Monthly Budget,Daily Budget
41096532,AG6,Dormant - Excluded,EXCLUDED,1,2026-04-02,153,215,0,215,1.405,0.0,44.9,44.9,LOW,0.0,0.0,0.0,0.0
39749678,AG6,Dormant - Excluded,EXCLUDED,2,2026-01-31,214,317,0,317,1.481,0.0,44.9,44.9,LOW,0.0,0.0,0.0,0.0
35287244,AG6,Dormant - Excluded,EXCLUDED,3,2025-07-01,428,520,0,520,1.215,0.0,44.9,44.9,LOW,0.0,0.0,0.0,0.0
35087437,AG6,Dormant - Excluded,EXCLUDED,4,2025-06-23,436,524,0,524,1.202,0.0,44.9,44.9,LOW,0.0,0.0,0.0,0.0
34748975,AG6,Dormant - Excluded,EXCLUDED,5,2025-06-06,453,530,0,530,1.17,0.0,44.9,44.9,LOW,0.0,0.0,0.0,0.0
34745680,AG6,Dormant - Excluded,EXCLUDED,6,2025-06-05,454,532,0,532,1.172,0.0,44.9,44.9,LOW,0.0,0.0,0.0,0.0
35843937,AG6,Dormant - Excluded,EXCLUDED,7,2025-07-21,408,507,0,507,1.243,0.0,44.8,44.8,LOW,0.0,0.0,0.0,0.0
35705904,AG6,Dormant - Excluded,EXCLUDED,8,2025-07-16,413,510,0,510,1.235,0.0,44.8,44.8,LOW,0.0,0.0,0.0,0.0
35334478,AG6,Dormant - Excluded,EXCLUDED,9,2025-07-04,425,518,0,518,1.219,0.0,44.8,44.8,LOW,0.0,0.0,0.0,0.0
35287769,AG6,Dormant - Excluded,EXCLUDED,10,2025-07-01,428,519,0,519,1.213,0.0,44.8,44.8,LOW,0.0,0.0,0.0,0.0
35087994,AG6,Dormant - Excluded,EXCLUDED,11,2025-06-23,436,522,0,522,1.197,0.0,44.8,44.8,LOW,0.0,0.0,0.0,0.0
34703961,AG6,Dormant - Excluded,EXCLUDED,12,2025-06-03,456,530,0,530,1.162,0.0,44.8,44.8,LOW,0.0,0.0,0.0,0.0
34742566,AG6,Dormant - Excluded,EXCLUDED,13,2025-06-05,454,530,0,530,1.167,0.0,44.8,44.8,LOW,0.0,0.0,0.0,0.0
39587432,AG6,Dormant - Excluded,EXCLUDED,14,2026-01-23,222,319,0,319,1.437,0.0,44.7,44.7,LOW,0.0,0.0,0.0,0.0
39047652,AG6,Dormant - Excluded,EXCLUDED,15,2025-12-30,246,336,0,336,1.366,0.0,44.7,44.7,LOW,0.0,0.0,0.0,0.0
35843227,AG6,Dormant - Excluded,EXCLUDED,16,2025-07-21,408,505,0,505,1.238,0.0,44.7,44.7,LOW,0.0,0.0,0.0,0.0
35482001,AG6,Dormant - Excluded,EXCLUDED,17,2025-07-09,420,512,0,512,1.219,0.0,44.7,44.7,LOW,0.0,0.0,0.0,0.0
35334643,AG6,Dormant - Excluded,EXCLUDED,18,2025-07-04,425,515,0,515,1.212,0.0,44.7,44.7,LOW,0.0,0.0,0.0,0.0
35087690,AG6,Dormant - Excluded,EXCLUDED,19,2025-06-23,436,519,0,519,1.19,0.0,44.7,44.7,LOW,0.0,0.0,0.0,0.0
35088031,AG6,Dormant - Excluded,EXCLUDED,20,2025-06-23,436,519,0,519,1.19,0.0,44.7,44.7,LOW,0.0,0.0,0.0,0.0
34714177,AG6,Dormant - Excluded,EXCLUDED,21,2025-06-04,455,527,0,527,1.158,0.0,44.7,44.7,LOW,0.0,0.0,0.0,0.0
33845184,AG6,Dormant - Excluded,EXCLUDED,22,2025-04-29,491,542,0,542,1.104,0.0,44.7,44.7,LOW,0.0,0.0,0.0,0.0
34846775,AG6,Dormant - Excluded,EXCLUDED,23,2025-06-11,448,522,0,522,1.165,0.0,44.6,44.6,LOW,0.0,0.0,0.0,0.0
34704247,AG6,Dormant - Excluded,EXCLUDED,24,2025-06-03,456,525,0,525,1.151,0.0,44.6,44.6,LOW,0.0,0.0,0.0,0.0
34748982,AG6,Dormant - Excluded,EXCLUDED,25,2025-06-06,453,525,0,525,1.159,0.0,44.6,44.6,LOW,0.0,0.0,0.0,0.0
33855668,AG6,Dormant - Excluded,EXCLUDED,26,2025-04-29,491,540,0,540,1.1,0.0,44.6,44.6,LOW,0.0,0.0,0.0,0.0
35844100,AG6,Dormant - Excluded,EXCLUDED,27,2025-07-21,408,500,0,500,1.225,0.0,44.5,44.5,LOW,0.0,0.0,0.0,0.0
35706135,AG6,Dormant - Excluded,EXCLUDED,28,2025-07-16,413,503,0,503,1.218,0.0,44.5,44.5,LOW,0.0,0.0,0.0,0.0
34949793,AG6,Dormant - Excluded,EXCLUDED,29,2025-06-16,443,518,0,518,1.169,0.0,44.5,44.5,LOW,0.0,0.0,0.0,0.0
34714172,AG6,Dormant - Excluded,EXCLUDED,30,2025-06-04,455,522,0,522,1.147,0.0,44.5,44.5,LOW,0.0,0.0,0.0,0.0
39749661,AG6,Dormant - Excluded,EXCLUDED,31,2026-01-31,214,310,0,310,1.449,0.0,44.4,44.4,LOW,0.0,0.0,0.0,0.0
39258883,AG6,Dormant - Excluded,EXCLUDED,32,2026-01-09,236,325,0,325,1.377,0.0,44.4,44.4,LOW,0.0,0.0,0.0,0.0
36805061,AG6,Dormant - Excluded,EXCLUDED,33,2025-09-06,361,385,0,385,1.066,0.0,44.4,44.4,LOW,0.0,0.0,0.0,0.0
35087763,AG6,Dormant - Excluded,EXCLUDED,34,2025-06-23,436,511,0,511,1.172,0.0,44.4,44.4,LOW,0.0,0.0,0.0,0.0
34801308,AG6,Dormant - Excluded,EXCLUDED,35,2025-06-09,450,520,0,520,1.156,0.0,44.4,44.4,LOW,0.0,0.0,0.0,0.0
34846898,AG6,Dormant - Excluded,EXCLUDED,36,2025-06-10,449,520,0,520,1.158,0.0,44.4,44.4,LOW,0.0,0.0,0.0,0.0
34704204,AG6,Dormant - Excluded,EXCLUDED,37,2025-06-03,456,522,0,522,1.145,0.0,44.4,44.4,LOW,0.0,0.0,0.0,0.0
36603287,AG6,Dormant - Excluded,EXCLUDED,38,2025-08-26,372,481,0,481,1.293,0.0,44.3,44.3,LOW,0.0,0.0,0.0,0.0
41867170,AG6,Dormant - Excluded,EXCLUDED,39,2026-05-05,120,192,0,192,1.6,0.0,44.3,44.3,LOW,0.0,0.0,0.0,0.0
35706215,AG6,Dormant - Excluded,EXCLUDED,40,2025-07-16,413,499,0,499,1.208,0.0,44.3,44.3,LOW,0.0,0.0,0.0,0.0
35706190,AG6,Dormant - Excluded,EXCLUDED,41,2025-07-16,413,501,0,501,1.213,0.0,44.3,44.3,LOW,0.0,0.0,0.0,0.0
35706515,AG6,Dormant - Excluded,EXCLUDED,42,2025-07-16,413,501,0,501,1.213,0.0,44.3,44.3,LOW,0.0,0.0,0.0,0.0
41096519,AG6,Dormant - Excluded,EXCLUDED,43,2026-04-02,153,210,0,210,1.373,0.0,44.2,44.2,LOW,0.0,0.0,0.0,0.0
38143242,AG6,Dormant - Excluded,EXCLUDED,44,2025-11-21,285,348,0,348,1.221,0.0,44.2,44.2,LOW,0.0,0.0,0.0,0.0
35706531,AG6,Dormant - Excluded,EXCLUDED,45,2025-07-16,413,498,0,498,1.206,0.0,44.2,44.2,LOW,0.0,0.0,0.0,0.0
34846762,AG6,Dormant - Excluded,EXCLUDED,46,2025-06-10,449,513,0,513,1.143,0.0,44.2,44.2,LOW,0.0,0.0,0.0,0.0
36603209,AG6,Dormant - Excluded,EXCLUDED,47,2025-08-26,372,477,0,477,1.282,0.0,44.1,44.1,LOW,0.0,0.0,0.0,0.0
34846839,AG6,Dormant - Excluded,EXCLUDED,48,2025-06-11,448,510,0,510,1.138,0.0,44.1,44.1,LOW,0.0,0.0,0.0,0.0
34714169,AG6,Dormant - Excluded,EXCLUDED,49,2025-06-04,455,513,0,513,1.127,0.0,44.1,44.1,LOW,0.0,0.0,0.0,0.0
34704175,AG6,Dormant - Excluded,EXCLUDED,50,2025-06-03,456,514,0,514,1.127,0.0,44.1,44.1,LOW,0.0,0.0,0.0,0.0
43008865,AG6,Dormant - Excluded,EXCLUDED,51,2026-06-12,82,163,0,163,1.988,0.0,44.0,44.0,LOW,0.0,0.0,0.0,0.0
35288074,AG6,Dormant - Excluded,EXCLUDED,52,2025-07-01,428,499,0,499,1.166,0.0,44.0,44.0,LOW,0.0,0.0,0.0,0.0
35087709,AG6,Dormant - Excluded,EXCLUDED,53,2025-06-23,436,502,0,502,1.151,0.0,44.0,44.0,LOW,0.0,0.0,0.0,0.0
35087829,AG6,Dormant - Excluded,EXCLUDED,54,2025-06-23,436,502,0,502,1.151,0.0,44.0,44.0,LOW,0.0,0.0,0.0,0.0
34714150,AG6,Dormant - Excluded,EXCLUDED,55,2025-06-04,455,511,0,511,1.123,0.0,44.0,44.0,LOW,0.0,0.0,0.0,0.0
36225640,AG6,Dormant - Excluded,EXCLUDED,56,2025-08-05,393,482,0,482,1.226,0.0,43.9,43.9,LOW,0.0,0.0,0.0,0.0
34704168,AG6,Dormant - Excluded,EXCLUDED,57,2025-06-03,456,509,0,509,1.116,0.0,43.9,43.9,LOW,0.0,0.0,0.0,0.0
34745769,AG6,Dormant - Excluded,EXCLUDED,58,2025-06-05,454,509,0,509,1.121,0.0,43.9,43.9,LOW,0.0,0.0,0.0,0.0
39258872,AG6,Dormant - Excluded,EXCLUDED,59,2026-01-09,236,316,0,316,1.339,0.0,43.8,43.8,LOW,0.0,0.0,0.0,0.0
35481596,AG6,Dormant - Excluded,EXCLUDED,60,2025-07-08,421,491,0,491,1.166,0.0,43.8,43.8,LOW,0.0,0.0,0.0,0.0
34704244,AG6,Dormant - Excluded,EXCLUDED,61,2025-06-03,456,507,0,507,1.112,0.0,43.8,43.8,LOW,0.0,0.0,0.0,0.0
34704299,AG6,Dormant - Excluded,EXCLUDED,62,2025-06-03,456,507,0,507,1.112,0.0,43.8,43.8,LOW,0.0,0.0,0.0,0.0
35844086,AG6,Dormant - Excluded,EXCLUDED,63,2025-07-21,408,484,0,484,1.186,0.0,43.7,43.7,LOW,0.0,0.0,0.0,0.0
35705989,AG6,Dormant - Excluded,EXCLUDED,64,2025-07-16,413,486,0,486,1.177,0.0,43.7,43.7,LOW,0.0,0.0,0.0,0.0
35286854,AG6,Dormant - Excluded,EXCLUDED,65,2025-07-01,428,493,0,493,1.152,0.0,43.7,43.7,LOW,0.0,0.0,0.0,0.0
34801265,AG6,Dormant - Excluded,EXCLUDED,66,2025-06-09,450,502,0,502,1.116,0.0,43.7,43.7,LOW,0.0,0.0,0.0,0.0
34704212,AG6,Dormant - Excluded,EXCLUDED,67,2025-06-03,456,503,0,503,1.103,0.0,43.7,43.7,LOW,0.0,0.0,0.0,0.0
34704191,AG6,Dormant - Excluded,EXCLUDED,68,2025-06-03,456,505,0,505,1.107,0.0,43.7,43.7,LOW,0.0,0.0,0.0,0.0
33855680,AG6,Dormant - Excluded,EXCLUDED,69,2025-04-29,491,521,0,521,1.061,0.0,43.7,43.7,LOW,0.0,0.0,0.0,0.0
39258870,AG6,Dormant - Excluded,EXCLUDED,70,2026-01-08,237,314,0,314,1.325,0.0,43.6,43.6,LOW,0.0,0.0,0.0,0.0
35706556,AG6,Dormant - Excluded,EXCLUDED,71,2025-07-16,413,484,0,484,1.172,0.0,43.6,43.6,LOW,0.0,0.0,0.0,0.0
35482050,AG6,Dormant - Excluded,EXCLUDED,72,2025-07-09,420,488,0,488,1.162,0.0,43.6,43.6,LOW,0.0,0.0,0.0,0.0
39587443,AG6,Dormant - Excluded,EXCLUDED,73,2026-01-23,222,303,0,303,1.365,0.0,43.5,43.5,LOW,0.0,0.0,0.0,0.0
35843386,AG6,Dormant - Excluded,EXCLUDED,74,2025-07-21,408,481,0,481,1.179,0.0,43.5,43.5,LOW,0.0,0.0,0.0,0.0
35844223,AG6,Dormant - Excluded,EXCLUDED,75,2025-07-21,408,481,0,481,1.179,0.0,43.5,43.5,LOW,0.0,0.0,0.0,0.0
35286870,AG6,Dormant - Excluded,EXCLUDED,76,2025-07-01,428,488,0,488,1.14,0.0,43.5,43.5,LOW,0.0,0.0,0.0,0.0
35287214,AG6,Dormant - Excluded,EXCLUDED,77,2025-07-01,428,488,0,488,1.14,0.0,43.5,43.5,LOW,0.0,0.0,0.0,0.0
33864471,AG6,Dormant - Excluded,EXCLUDED,78,2025-04-30,490,518,0,518,1.057,0.0,43.5,43.5,LOW,0.0,0.0,0.0,0.0
36225597,AG6,Dormant - Excluded,EXCLUDED,79,2025-08-06,392,474,0,474,1.209,0.0,43.4,43.4,LOW,0.0,0.0,0.0,0.0
34846872,AG6,Dormant - Excluded,EXCLUDED,80,2025-06-11,448,494,0,494,1.103,0.0,43.4,43.4,LOW,0.0,0.0,0.0,0.0
34745700,AG6,Dormant - Excluded,EXCLUDED,81,2025-06-06,453,496,0,496,1.095,0.0,43.4,43.4,LOW,0.0,0.0,0.0,0.0
34704131,AG6,Dormant - Excluded,EXCLUDED,82,2025-06-03,456,497,0,497,1.09,0.0,43.4,43.4,LOW,0.0,0.0,0.0,0.0
35706007,AG6,Dormant - Excluded,EXCLUDED,83,2025-07-16,413,480,0,480,1.162,0.0,43.3,43.3,LOW,0.0,0.0,0.0,0.0
41345543,AG6,Dormant - Excluded,EXCLUDED,84,2026-04-13,142,196,0,196,1.38,0.0,43.3,43.3,LOW,0.0,0.0,0.0,0.0
34704359,AG6,Dormant - Excluded,EXCLUDED,85,2025-06-03,456,496,0,496,1.088,0.0,43.3,43.3,LOW,0.0,0.0,0.0,0.0
35087827,AG6,Dormant - Excluded,EXCLUDED,86,2025-06-23,436,485,0,485,1.112,0.0,43.2,43.2,LOW,0.0,0.0,0.0,0.0
34792222,AG6,Dormant - Excluded,EXCLUDED,87,2025-06-07,452,492,0,492,1.088,0.0,43.2,43.2,LOW,0.0,0.0,0.0,0.0
34630341,AG6,Dormant - Excluded,EXCLUDED,88,2025-05-31,459,496,0,496,1.081,0.0,43.2,43.2,LOW,0.0,0.0,0.0,0.0
39047622,AG6,Dormant - Excluded,EXCLUDED,89,2025-12-30,246,311,0,311,1.264,0.0,43.1,43.1,LOW,0.0,0.0,0.0,0.0
41096494,AG6,Dormant - Excluded,EXCLUDED,90,2026-04-02,153,200,0,200,1.307,0.0,43.1,43.1,LOW,0.0,0.0,0.0,0.0
35087833,AG6,Dormant - Excluded,EXCLUDED,91,2025-06-24,435,483,0,483,1.11,0.0,43.1,43.1,LOW,0.0,0.0,0.0,0.0
34792145,AG6,Dormant - Excluded,EXCLUDED,92,2025-06-07,452,489,0,489,1.082,0.0,43.1,43.1,LOW,0.0,0.0,0.0,0.0
34745782,AG6,Dormant - Excluded,EXCLUDED,93,2025-06-06,453,491,0,491,1.084,0.0,43.1,43.1,LOW,0.0,0.0,0.0,0.0
34748969,AG6,Dormant - Excluded,EXCLUDED,94,2025-06-06,453,491,0,491,1.084,0.0,43.1,43.1,LOW,0.0,0.0,0.0,0.0
40564939,AG6,Dormant - Excluded,EXCLUDED,95,2026-03-10,176,211,0,211,1.199,0.0,43.0,43.0,LOW,0.0,0.0,0.0,0.0
39749650,AG6,Dormant - Excluded,EXCLUDED,96,2026-01-31,214,292,0,292,1.364,0.0,43.0,43.0,LOW,0.0,0.0,0.0,0.0
39258856,AG6,Dormant - Excluded,EXCLUDED,97,2026-01-08,237,304,0,304,1.283,0.0,43.0,43.0,LOW,0.0,0.0,0.0,0.0
34825602,AG6,Dormant - Excluded,EXCLUDED,98,2025-06-10,449,487,0,487,1.085,0.0,43.0,43.0,LOW,0.0,0.0,0.0,0.0
34949520,AG6,Dormant - Excluded,EXCLUDED,99,2025-06-16,443,482,0,482,1.088,0.0,42.9,42.9,LOW,0.0,0.0,0.0,0.0
34846858,AG6,Dormant - Excluded,EXCLUDED,100,2025-06-11,448,484,0,484,1.08,0.0,42.9,42.9,LOW,0.0,0.0,0.0,0.0
34801322,AG6,Dormant - Excluded,EXCLUDED,101,2025-06-07,452,486,0,486,1.075,0.0,42.9,42.9,LOW,0.0,0.0,0.0,0.0
34703854,AG6,Dormant - Excluded,EXCLUDED,102,2025-06-03,456,489,0,489,1.072,0.0,42.9,42.9,LOW,0.0,0.0,0.0,0.0
35287242,AG6,Dormant - Excluded,EXCLUDED,103,2025-07-01,428,475,0,475,1.11,0.0,42.8,42.8,LOW,0.0,0.0,0.0,0.0
35706098,AG6,Dormant - Excluded,EXCLUDED,104,2025-07-16,413,467,0,467,1.131,0.0,42.7,42.7,LOW,0.0,0.0,0.0,0.0
34745695,AG6,Dormant - Excluded,EXCLUDED,105,2025-06-06,453,483,0,483,1.066,0.0,42.7,42.7,LOW,0.0,0.0,0.0,0.0
33889862,AG6,Dormant - Excluded,EXCLUDED,106,2025-05-02,488,495,0,495,1.014,0.0,42.7,42.7,LOW,0.0,0.0,0.0,0.0
39749628,AG6,Dormant - Excluded,EXCLUDED,107,2026-01-31,214,287,0,287,1.341,0.0,42.6,42.6,LOW,0.0,0.0,0.0,0.0
34949413,AG6,Dormant - Excluded,EXCLUDED,108,2025-06-16,443,477,0,477,1.077,0.0,42.6,42.6,LOW,0.0,0.0,0.0,0.0
34949797,AG6,Dormant - Excluded,EXCLUDED,109,2025-06-16,443,477,0,477,1.077,0.0,42.6,42.6,LOW,0.0,0.0,0.0,0.0
34801317,AG6,Dormant - Excluded,EXCLUDED,110,2025-06-09,450,481,0,481,1.069,0.0,42.6,42.6,LOW,0.0,0.0,0.0,0.0
35706284,AG6,Dormant - Excluded,EXCLUDED,111,2025-07-16,413,462,0,462,1.119,0.0,42.5,42.5,LOW,0.0,0.0,0.0,0.0
35287739,AG6,Dormant - Excluded,EXCLUDED,112,2025-07-01,428,469,0,469,1.096,0.0,42.5,42.5,LOW,0.0,0.0,0.0,0.0
35287763,AG6,Dormant - Excluded,EXCLUDED,113,2025-07-01,428,469,0,469,1.096,0.0,42.5,42.5,LOW,0.0,0.0,0.0,0.0
35087793,AG6,Dormant - Excluded,EXCLUDED,114,2025-06-23,436,473,0,473,1.085,0.0,42.5,42.5,LOW,0.0,0.0,0.0,0.0
41802157,AG6,Dormant - Excluded,EXCLUDED,115,2026-05-02,123,180,0,180,1.463,0.0,42.5,42.5,LOW,0.0,0.0,0.0,0.0
34469732,AG6,Dormant - Excluded,EXCLUDED,116,2025-05-26,464,482,0,482,1.039,0.0,42.5,42.5,LOW,0.0,0.0,0.0,0.0
33848505,AG6,Dormant - Excluded,EXCLUDED,117,2025-04-29,491,491,0,491,1.0,0.0,42.5,42.5,LOW,0.0,0.0,0.0,0.0
38143224,AG6,Dormant - Excluded,EXCLUDED,118,2025-11-21,285,319,0,319,1.119,0.0,42.4,42.4,LOW,0.0,0.0,0.0,0.0
35844163,AG6,Dormant - Excluded,EXCLUDED,119,2025-07-21,408,457,0,457,1.12,0.0,42.4,42.4,LOW,0.0,0.0,0.0,0.0
35482029,AG6,Dormant - Excluded,EXCLUDED,120,2025-07-09,420,464,0,464,1.105,0.0,42.4,42.4,LOW,0.0,0.0,0.0,0.0
34801290,AG6,Dormant - Excluded,EXCLUDED,121,2025-06-09,450,475,0,475,1.056,0.0,42.3,42.3,LOW,0.0,0.0,0.0,0.0
34846847,AG6,Dormant - Excluded,EXCLUDED,122,2025-06-10,449,475,0,475,1.058,0.0,42.3,42.3,LOW,0.0,0.0,0.0,0.0
34745705,AG6,Dormant - Excluded,EXCLUDED,123,2025-06-05,454,477,0,477,1.051,0.0,42.3,42.3,LOW,0.0,0.0,0.0,0.0
34469772,AG6,Dormant - Excluded,EXCLUDED,124,2025-05-26,464,478,0,478,1.03,0.0,42.3,42.3,LOW,0.0,0.0,0.0,0.0
33896331,AG6,Dormant - Excluded,EXCLUDED,125,2025-05-02,488,486,0,486,0.996,0.0,42.3,42.3,LOW,0.0,0.0,0.0,0.0
35087677,AG6,Dormant - Excluded,EXCLUDED,126,2025-06-24,435,466,0,466,1.071,0.0,42.2,42.2,LOW,0.0,0.0,0.0,0.0
34949303,AG6,Dormant - Excluded,EXCLUDED,127,2025-06-16,443,470,0,470,1.061,0.0,42.2,42.2,LOW,0.0,0.0,0.0,0.0
34949559,AG6,Dormant - Excluded,EXCLUDED,128,2025-06-16,443,472,0,472,1.065,0.0,42.2,42.2,LOW,0.0,0.0,0.0,0.0
35843152,AG6,Dormant - Excluded,EXCLUDED,129,2025-07-21,408,450,0,450,1.103,0.0,42.1,42.1,LOW,0.0,0.0,0.0,0.0
35087675,AG6,Dormant - Excluded,EXCLUDED,130,2025-06-24,435,464,0,464,1.067,0.0,42.1,42.1,LOW,0.0,0.0,0.0,0.0
34703914,AG6,Dormant - Excluded,EXCLUDED,131,2025-06-03,456,473,0,473,1.037,0.0,42.1,42.1,LOW,0.0,0.0,0.0,0.0
34704196,AG6,Dormant - Excluded,EXCLUDED,132,2025-06-03,456,474,0,474,1.039,0.0,42.1,42.1,LOW,0.0,0.0,0.0,0.0
35482245,AG6,Dormant - Excluded,EXCLUDED,133,2025-07-09,420,454,0,454,1.081,0.0,42.0,42.0,LOW,0.0,0.0,0.0,0.0
35481926,AG6,Dormant - Excluded,EXCLUDED,134,2025-07-08,421,456,0,456,1.083,0.0,42.0,42.0,LOW,0.0,0.0,0.0,0.0
35087647,AG6,Dormant - Excluded,EXCLUDED,135,2025-06-23,436,463,0,463,1.062,0.0,42.0,42.0,LOW,0.0,0.0,0.0,0.0
35287766,AG6,Dormant - Excluded,EXCLUDED,136,2025-07-01,428,457,0,457,1.068,0.0,41.9,41.9,LOW,0.0,0.0,0.0,0.0
34714167,AG6,Dormant - Excluded,EXCLUDED,137,2025-06-04,455,468,0,468,1.029,0.0,41.9,41.9,LOW,0.0,0.0,0.0,0.0
39749663,AG6,Dormant - Excluded,EXCLUDED,138,2026-02-01,213,276,0,276,1.296,0.0,41.8,41.8,LOW,0.0,0.0,0.0,0.0
35843354,AG6,Dormant - Excluded,EXCLUDED,139,2025-07-20,409,444,0,444,1.086,0.0,41.8,41.8,LOW,0.0,0.0,0.0,0.0
34748947,AG6,Dormant - Excluded,EXCLUDED,140,2025-06-05,454,465,0,465,1.024,0.0,41.8,41.8,LOW,0.0,0.0,0.0,0.0
36804991,AG6,Dormant - Excluded,EXCLUDED,141,2025-09-06,361,342,0,342,0.947,0.0,41.7,41.7,LOW,0.0,0.0,0.0,0.0
36603282,AG6,Dormant - Excluded,EXCLUDED,142,2025-08-26,372,428,0,428,1.151,0.0,41.7,41.7,LOW,0.0,0.0,0.0,0.0
35706419,AG6,Dormant - Excluded,EXCLUDED,143,2025-07-16,413,445,0,445,1.077,0.0,41.7,41.7,LOW,0.0,0.0,0.0,0.0
35286995,AG6,Dormant - Excluded,EXCLUDED,144,2025-07-01,428,454,0,454,1.061,0.0,41.7,41.7,LOW,0.0,0.0,0.0,0.0
34748972,AG6,Dormant - Excluded,EXCLUDED,145,2025-06-05,454,464,0,464,1.022,0.0,41.7,41.7,LOW,0.0,0.0,0.0,0.0
33251274,AG6,Dormant - Excluded,EXCLUDED,146,2025-03-20,531,488,0,488,0.919,0.0,41.7,41.7,LOW,0.0,0.0,0.0,0.0
36805084,AG6,Dormant - Excluded,EXCLUDED,147,2025-09-06,361,340,0,340,0.942,0.0,41.6,41.6,LOW,0.0,0.0,0.0,0.0
35706050,AG6,Dormant - Excluded,EXCLUDED,148,2025-07-16,413,442,0,442,1.07,0.0,41.6,41.6,LOW,0.0,0.0,0.0,0.0
35705938,AG6,Dormant - Excluded,EXCLUDED,149,2025-07-16,413,443,0,443,1.073,0.0,41.6,41.6,LOW,0.0,0.0,0.0,0.0
35087684,AG6,Dormant - Excluded,EXCLUDED,150,2025-06-23,436,454,0,454,1.041,0.0,41.6,41.6,LOW,0.0,0.0,0.0,0.0
34783249,AG6,Dormant - Excluded,EXCLUDED,151,2025-06-06,453,460,0,460,1.015,0.0,41.6,41.6,LOW,0.0,0.0,0.0,0.0
34726055,AG6,Dormant - Excluded,EXCLUDED,152,2025-06-04,455,463,0,463,1.018,0.0,41.6,41.6,LOW,0.0,0.0,0.0,0.0
36603190,AG6,Dormant - Excluded,EXCLUDED,153,2025-08-26,372,422,0,422,1.134,0.0,41.5,41.5,LOW,0.0,0.0,0.0,0.0
36603201,AG6,Dormant - Excluded,EXCLUDED,154,2025-08-26,372,422,0,422,1.134,0.0,41.5,41.5,LOW,0.0,0.0,0.0,0.0
34849355,AG6,Dormant - Excluded,EXCLUDED,155,2025-06-10,449,457,0,457,1.018,0.0,41.5,41.5,LOW,0.0,0.0,0.0,0.0
34745677,AG6,Dormant - Excluded,EXCLUDED,156,2025-06-05,454,458,0,458,1.009,0.0,41.5,41.5,LOW,0.0,0.0,0.0,0.0
34742569,AG6,Dormant - Excluded,EXCLUDED,157,2025-06-06,453,459,0,459,1.013,0.0,41.5,41.5,LOW,0.0,0.0,0.0,0.0
33889919,AG6,Dormant - Excluded,EXCLUDED,158,2025-05-02,488,473,0,473,0.969,0.0,41.5,41.5,LOW,0.0,0.0,0.0,0.0
39047669,AG6,Dormant - Excluded,EXCLUDED,159,2025-12-30,246,287,0,287,1.167,0.0,41.4,41.4,LOW,0.0,0.0,0.0,0.0
36603208,AG6,Dormant - Excluded,EXCLUDED,160,2025-08-26,372,421,0,421,1.132,0.0,41.4,41.4,LOW,0.0,0.0,0.0,0.0
35843551,AG6,Dormant - Excluded,EXCLUDED,161,2025-07-21,408,437,0,437,1.071,0.0,41.4,41.4,LOW,0.0,0.0,0.0,0.0
35087588,AG6,Dormant - Excluded,EXCLUDED,162,2025-06-23,436,448,0,448,1.028,0.0,41.4,41.4,LOW,0.0,0.0,0.0,0.0
34949486,AG6,Dormant - Excluded,EXCLUDED,163,2025-06-16,443,452,0,452,1.02,0.0,41.4,41.4,LOW,0.0,0.0,0.0,0.0
34846789,AG6,Dormant - Excluded,EXCLUDED,164,2025-06-11,448,454,0,454,1.013,0.0,41.4,41.4,LOW,0.0,0.0,0.0,0.0
41867182,AG6,Dormant - Excluded,EXCLUDED,165,2026-05-05,120,169,0,169,1.408,0.0,41.4,41.4,LOW,0.0,0.0,0.0,0.0
39047665,AG6,Dormant - Excluded,EXCLUDED,166,2025-12-30,246,286,0,286,1.163,0.0,41.3,41.3,LOW,0.0,0.0,0.0,0.0
34704110,AG6,Dormant - Excluded,EXCLUDED,167,2025-06-03,456,454,0,454,0.996,0.0,41.3,41.3,LOW,0.0,0.0,0.0,0.0
34703762,AG6,Dormant - Excluded,EXCLUDED,168,2025-06-03,456,455,0,455,0.998,0.0,41.3,41.3,LOW,0.0,0.0,0.0,0.0
35706499,AG6,Dormant - Excluded,EXCLUDED,169,2025-07-16,413,436,0,436,1.056,0.0,41.2,41.2,LOW,0.0,0.0,0.0,0.0
35334350,AG6,Dormant - Excluded,EXCLUDED,170,2025-07-04,425,438,0,438,1.031,0.0,41.2,41.2,LOW,0.0,0.0,0.0,0.0
34748942,AG6,Dormant - Excluded,EXCLUDED,171,2025-06-05,454,452,0,452,0.996,0.0,41.2,41.2,LOW,0.0,0.0,0.0,0.0
40564923,AG6,Dormant - Excluded,EXCLUDED,172,2026-03-10,176,195,0,195,1.108,0.0,41.2,41.2,LOW,0.0,0.0,0.0,0.0
36603238,AG6,Dormant - Excluded,EXCLUDED,173,2025-08-26,372,414,0,414,1.113,0.0,41.1,41.1,LOW,0.0,0.0,0.0,0.0
35706422,AG6,Dormant - Excluded,EXCLUDED,174,2025-07-16,413,435,0,435,1.053,0.0,41.1,41.1,LOW,0.0,0.0,0.0,0.0
34801288,AG6,Dormant - Excluded,EXCLUDED,175,2025-06-09,450,446,0,446,0.991,0.0,41.1,41.1,LOW,0.0,0.0,0.0,0.0
